review,tag_arr
"If I were to die and go to hell, this McDonald's would certainly provide a worthy backdrop for a nightmare imagined.Let's begin the story of my worst dinner of my life at this sad little stop in a strip mall of no particular visual appeal under a bleak and cold Chicago evening. All things being fair, the culinary experience was doomed for failure given certain personal and tragic circumstances I won't get into here.Upon stepping to the counter, I gave pause to the abbreviated menu not worthy of a McDonald's Express, which is a new concept to me all-together. I decided to play it safe with the classic cheeseburger meal with an intimidating amount of fries and drink aka ""The Value Meal"". My meal was served up a little too quickly with all due credit to the server. The food seemed to appear from nowhere - gremlins cooking the food? I could see the grease seeping through one of the burger wrappers. At this point I made a snap substitution request, no coke, coffee instead - a hot beverage will make the grease go down smoother. My server obligated me in silence and I acknowledged her generosity. I took my tray and chose a seat by the front windows where parked cars would treat the diner with blinding light from their headlights, but at least it was somewhat devoid of the cold glowing light emitting from the overhead florescent located in the rear of the restaurant.I sat down and emptied the contents of the bag, fries and napkins, no ketchup. I tasted one of the fries to determine if they were worthy of ketchup-free consumption, but alas no, they were slightly cold with a texture that left an unpleasant lump in your throat. I fetched several ketchup packets from the server, kept under tight security behind the counter and returned to my table.Spilling out the ketchup packets on the table, I noticed dried droplets of ketchup on the plastic packets. No turning back now, I dug into my dinner with a overwhelming sadness for humanity and myself. So, to sum up:Fries. They left an odd taste of seafood or fish to my palette. Perhaps they co-mingled food in the fryer. The luke-warm temparture made it a bit difficult to choke them down. Maybe some beer would have helped the process.Cheeseburgers. Lifting the top bun of any burger, you can tell right away if there was any love in the preparation. Though consumable, the burgers were not satisfying and tasted as if they sat under a heat lamp for too long, also lukewarm.Coffee. I have tasted better coffee from a mechanical contraption in a corporate lunch room. It was watery, lukewarm and slightly sweet in a way that amplified everything that went wrong with the coffee.Ketchup Packets. Looks like they were dropped on the floor at some point or recycled from a previous diner that did not use up all their ketchup.Customer Service. No complaints here, it's not exactly the most cheery place to work. Servers were speedy, helpful and responsive.","[0, 0, 0, 0, '1', 0, 0, 0]"
"i actually HATE this location. I only go there because its the closest one to me and on my way to work, but I'd actually rather go to the bum-infested one on Olympic and 7th if I could because this one, though cleaner and safer-looking, messes up some part of my order or experience at least 50% of the time. It started about 6 months ago when they started offering to put cream in your coffee for you, but they kept putting some weird syrup in my coffee! it was really weird tasting on 3 different occasions. then another time I placed a big order and they left out THREE items. This last time, they were only taking cash because they claimed their cc processor was down, but they didn't tell me when I placed my order in the drive-thru, only once I got to the payment window, and with no apology for any inconvenience. it was just, cash only. *shrug.* bastards. i don't recommend this place at all.","[0, '0.7226', 0, 0, 0, 0, 0, 0]"
"Busy location, can be difficult to get in and out. ξService is friendly but slow. ξFood is your basic McD's fast food. ξWould go elsewhere if you are in the area.","[0, 0, 0, '1', 0, 0, 0, 0]"
"I bought some coffee here and I asked for milk and they said didn't have milk for coffee. So then I asked if they had milk for happy meals, and they said ""Yes they did""....They can't even use the happy meal milk for coffee?!? Forced me to ξbuy happy meal milk....","[0, '0.6667', 0, 0, 0, 0, '0.6667', 0]"
"If I could go minus 10 I would try for minus 1000...filthy dirty, I don't know how corporate let's this place stay open...disgusting","[0, 0, '1', 0, 0, 0, 0, 0]"
"This is the local McDonald's restaurant in my community. I will admit, I stop by every so often for their fries which I think are among the best in the world. This McDonald's is a franchise and not owned by the company. I tried to use a coupon I received at the American Airlines Arena at a sporting event and the worker and manager refused to honor it. I sent a complaint to the McDonald's Corporate Office because I thought that was wrong since this McDonald's is the second closet restaurant to the Arena and the nearby bus stop and I didn't think it was right to tell this to the many kids that received the same coupon I did. I received an email from the local franchise owner several weeks later who offered an apology. This McDonalds is located at Biscayne Blvd and 195 (The Julia Tuttle Causeway).","['0.6443', 0, 0, 0, 0, 0, 0, 0]"
"The worst McD's EVER! ξTook 20 min for 2 coffees, & they couldn't get it right. ξEverything about it was bad, slow, irritating.","[0, '1.0', 0, '1.0', 0, 0, 0, 0]"
"I used to come here for lunch a lot when I worked in the area last year. Now it's just a random pitstop when I'm running by Home Depot or Bloomie's. Their cash register system is a HOT mess. They have 6ish registers all in a row and, because of the busy location, they almost always have all of them active. But here are the problems:1) No one knows whether to stand in 1 big line or 6 smaller lines. It ends up just being a big blob of people.2) There's nowhere for people to easily pick up their food once it's been ordered and ξpaid for. There is no ""pick up here"" counter. They just bellow out order numbers and it's up to you to fight your way back through the ""line"" to claim your order. God help anyone who finds their order wrong...Otherwise, it's just another McDonald's They finally ditched their long-broken escalator in favor of a traditional staircase, so that's a plus. As with every McDonald's location, enter with low expectations and you'll be fine.","['0.642', '1.0', 0, 0, 0, 0, 0, 0]"
Discusting & Dirty!!! ξIf it weren't for my Gson I would have left. I took pictures I hope you can see what's going on here.,"[0, 0, '1', 0, 0, 0, 0, 0]"
Knowing how bad the drive through service has been I went inside and placed an order for a burger. The lobby wasn't trashed but in a need of a sweep and a wipe down. I ordered my Habanero Quarter Pounder and sat at one of the only clean tables in the store. The register guy did come out to sweep and while he did try his best I have to wonder why he choose to move the chairs at my table and sweep below my feet (remember that it was the only clean table in the store) and ignore what I'm only guessing was a hunk of apple on the floor at the table across from me or the fry and salt residue on the seats of the same table? He even went so far as to pick up a stack of napkins from the floor and put them onto the table top. I know I know young kid working his first job trying so hard but he/they desperately need to go back to the McDonald University and get some remedial training or this store is going to fail to earn repeat business from its locals.,"['0.6939', 0, '1.0', 0, 0, 0, 0, 0]"
Worst McDonald's ever. Slow and incompetent workers. They don't even greet you when you arrive at the window. The remodeling of this location can't hide their bad customer service! ξI don't think I've ever had hot fries from this location. Ever.,"[0, 0, 0, '1', 0, 0, 0, 0]"
Horrible service and they got my order wrong,"['1.0', '1.0', 0, 0, 0, 0, 0, 0]"
"It's so nice to have a McDs close, and regardless of the service, we still frequent this location LOL... But... The double drive thru is tricky. You can be the first to pull in, but if the person taking your order is slow, then the car next to you (who pulled in after you) will cut in front of you. I've had this happen a million times in the morning when I'm in a hurry to get to work. When this location first opened they would ask if you wanted cream/sugar in your coffee, several times I asked for cream and Splenda and got sugar instead. I've noticed lately, that they don't even ask anymore, in fact I have to ask when I get to the window, and they don't seem sad at all that I have to pull over and fix my own coffee. On the flip side, at least it's done right.....","['0.6978', 0, 0, 0, 0, 0, 0, 0]"
