,tag,tag_conf,city,review,RudeService,OrderProblem,Filthy,SlowService,BadFood,ScaryMcDs,MissingFood,Cost,na,BinaryLabel,topic,Most_Likely_Topic,Most_Likely_Topic_Names
77,['SlowService'],['1'],Atlanta,unbelievably slow drive thru slow take order slow take money slow fill order torture especially need somewhere child hungry dont go breakfast always line cars drive thru window fast go order actually long order inside instead drive thru ughhhhh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,9,2,drive thru window
78,['SlowService'],['0.6981'],Atlanta,slow mcdonalds ever tool minutes get food inside least minutes drive ever since opened always slow,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,6,12,mcdonalds time always
79,"['SlowService', 'OrderProblem', 'RudeService']","['1.0', '1.0', '0.6668']",Atlanta,rita review dead stop occasion cannot get anything right order shake shake machine ask ketchup sandwich make extra ketchup mustard light ice load cup top getting order wrong time aside service frequently unfriendly distract almost always painfully slow would rather skip go somewhere get order right smile,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11010000,13,0,order time wrong
80,['OrderProblem'],['1'],Atlanta,well guess say true get pay forget put cheese breakfast sandwich though frustrating mcdonalds one ever expect least caramel mocha good,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,1,5,get right work
81,"['BadFood', 'RudeService']","['1.0', '0.6641']",Atlanta,ice cream machine always staff rude ghetto food always old hate mcdonalds always try avoid go different one,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10001000,12,12,mcdonalds time always
82,['RudeService'],['0.6685'],Atlanta,okay visit keep inside line move food come quickly correct days say lot staff could bite friendly good trained girl trouble find drink cash register big deal really busy location morning works star seem accurate mcdonald,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,13,1,mcdonald people time
83,['Filthy'],['1'],Atlanta,saw roach eating tell management react like nothing new never go mcdonald even though close,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00100000,9,1,mcdonald people time
84,"['RudeService', 'BadFood']","['1.0', '0.6562']",Atlanta,rude staff food typical mcdonalds food bad head chick fl across street,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10001000,3,4,food fast time
85,['BadFood'],['0.6407'],Atlanta,mcdonald locate right next build house studio movie grill super convenient stop grab quick bite watch movie want spend lot money food theater pretty much pros location stop mcdonald several times bite disappoint several occasions recently go drive thru get simple order mcchicken sandwich small fries drive studio movie grill park lot eat movie notice fry cold ughhhhh cold mcdonald fry worst lame employees seem pretty friendly restaurant look decent inside unfortunately lack power outlets saw one maybe one two scatter throughout restaurant make inconvenient people like stop mcdonald use laptops quite often overall mcdonald deserve star right meh ok know may say mcdonald hey numerous locations food pretty consistent serve cold fries numerous power outlets customers use probably back right next studio movie grill hop start improve quality fast food least mcdonald standard review,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,5,1,mcdonald people time
86,"['RudeService', 'Filthy']","['1.0', '1.0']",Atlanta,mcdonald twice time bad experiences place smell dirty rag clean solutions service bad well guess convenient location keep place open never come back,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10100000,0,11,service bad customer
87,"['SlowService', 'OrderProblem']","['1.0', '0.6341']",Atlanta,clearly franchise location care place cash cow staff totally random decent service time would good go overprice gas station next door clearly new bigger menu staff utterly overwhelmed oh place hire shifts sign ever warned one elderly latina lady drive thru whose go hun smile could melt iceberg joy horrible service complain get date coupon one small sandwich fries drink really,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,01010000,10,11,service bad customer
88,['SlowService'],['1'],Atlanta,busy location stop lunch saturday wait forever place order play area outside toddlers wish activities little guys son small go inside area,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,4,3,wait minutes line
89,['OrderProblem'],['1'],Atlanta,poor wife stepdaughter three johns creek junior lacrosse gladiator teammates spend night saturday crave mickey morning second week row screw franchise store close us kid really want yeah yeah fool even say honey sure check bag everything drive away since folks screw us easter morning en route church tough nearly impossible car full tweens busy holcomb bridge road en route barnwell three big bag stuff worth mcd decadence imagine three bag stuff full food individual wrappers almost hot handle even check behind folks fully expect order satisfied get pay right franchise store least blustery sunny sunday morning get receipt three sandwich miss time total last week tally bad recourse franchise contact number receipt go straight fax really see diabolical strategy sure even fast food fan stretch especially watch morgan spurlock super size years back blech en wikipedia org wiki su truth told adjacent chick fil open sunday would first choice leave choice sunday morning brekky go never ev urh going back mcdonald hey know people talk especially johns creek adjacent neighborhoods sport team monthly news letter social media sites highly active might add bet balance miss order happen us happen friends neighbor unless let,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,9,5,get right work
90,"['RudeService', 'ScaryMcDs']","['0.6988', '0.6571']",Atlanta,fact mcdonald earn star staff location vary customer service focus blatant disregard anything accept food order take payment last visit combination two place order drive thru intercom order take correctly total given thank ask drive around window time get around window person take money give food way interest argument go outside park lot two young ladies two young men admit pay attention fight park lot make sure escalate gunfire car sit center mass six months ago someone tell get rob sit drive thru location around visit take place worry get rob much get shot make sure park lot shoot accept cash ask want wait minuite get hot fries sure go back love mcdonald fries,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10000100,0,5,get right work
91,"['RudeService', 'ScaryMcDs']","['0.6836', '0.67']",Atlanta,course fast food restaurant course much spectacular review write express concerns work late nights get work nothing ready house stop option mcdonalds checkers needle say nothing short ghetto could hear employees background laugh play intercom order food ordered even bother tell total go order make window conversation co worker despite hand window give money drive second window someone smoke cigarette throw right outside drive window know maybe previous customer employee nobody front pull hard say could hear music play radio car top somebody call another chick b tch loud mean hey expect nothing spectacular people thats make big mac pass day shift complete opposite discourage much food taste mcdonalds worthy need change scenery bit,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10000100,7,13,window us say
92,['SlowService'],['1'],Atlanta,mcdonald slow drive thru service ever experienced twice even get line leave bad really know problem bad every single time despite hour despite number cars line two reason continue return mcd first convenient location second food always hot prepare correctly despite ridiculously slow line never receive cold fry wrong order sure back make things run agonizingly slowly food always come fine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,0,4,food fast time
93,"['Filthy', 'RudeService', 'OrderProblem']","['1.0', '0.6562', '0.6562']",Atlanta,star appropriate every time come screw something today order filet light sauce unsweet tea get work find filet toast bun god awful flavor unsweet tea try call today experience never pick phone usually go drive thru convenient go store find place pig sty,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11100000,2,6,go time back
94,['ScaryMcDs'],['1'],Atlanta,hot tip go location mornings lunch hour evenings invariable jimmy carter blvd peachtree industrial intersection west mcdonalds back past entrance mcdonalds rather take life hand try turn leave three lanes traffic simply drive feet pass mcdonalds turn leave traffic light travel back park lot get mc grub without inconvenience people cars try get work home advice make much sense numbskulls try cut solid traffic get fast food people choose live hidden cove next east mcdonalds luck able pull easily traffic always solid front entrance exit really choose another place live easy egress know clue lot ask days,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00000100,9,12,mcdonalds time always
95,['OrderProblem'],['0.6588'],Atlanta,stop location around weekday work getting place hassle work located however stop sausage egg mcmuffins want get team got drive thru tell lady wanted sausage egg mcmuffin special said sausage naturally question true mcdonalds sausages simply drive hassle get top run product advertising let say take extra effort visit location,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,3,5,get right work
96,['BadFood'],['1'],Atlanta,consistent quality late nights food bad busy hours good,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,00001000,14,4,food fast time
97,"['SlowService', 'BadFood']","['1.0', '1.0']",Atlanta,ashamed admit fan fast food mcdonalds always slow freshness food hit miss feel like one mcds remodel new design,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,00011000,12,4,food fast time
98,"['OrderProblem', 'RudeService']","['1.0', '0.6718']",Atlanta,go time course couple weeks first time get order wrong wife find bic pen blend smoothie even sure accidentally happen email owner complain call us back quite attitude unapologetic incident defend food inspection rating,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000,14,6,go time back
99,['SlowService'],['1'],Atlanta,ok wait like minutes place order staff walk back forth look like crazy another minutes get food location use stop mornings work near fall way,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,00010000,1,3,wait minutes line
100,['Filthy'],['1'],Atlanta,live slightly close mcdonalds one next perimeter mall even though mcdonalds next perimeter mall farther away always traffic around pick location old dirty monopoly fast food area mcdonalds would fail actually testament strong mcdonalds name location awful,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,00100000,15,12,mcdonalds time always
101,['RudeService'],['0.6593'],Las Vegas,sign post tell allow minutes consume food must vacate seem bite pushy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,10,4,food fast time
102,['RudeService'],['1'],Las Vegas,could give place zero star would train staff guest service management horrible near starbucks like come sometimes ice coffee never get order right never compel fix order give refund one day hubby rush morning grab breakfast get car look inside bag lunch items go back inside correct order inform breakfast nothing proceed take name tell us could grab free breakfast next day next morning come around go get breakfast tell name book nothing mean mcdonalds please pride,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000,5,5,get right work
103,['OrderProblem'],['0.6867'],Las Vegas,always come expectations food somehow exceed lower receive food tip always ask ketchup ketchup cause never throw bag mcdonald,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01000000,5,4,food fast time
104,"['OrderProblem', 'BadFood']","['1.0', '1.0']",Las Vegas,order food hour ago fry stale cold must old forget give drink try call phone busy bad mcdonald ever try nice yesterday compliment since christmas feel like mistake,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01001000,14,1,mcdonald people time
